time,Occupancy[3rdFlrSZ],Occupancy[3rdMT],Occupancy[2ndFlrNZ],Occupancy[2ndFlrSZ],Occupancy[2ndFlrMT1],Occupancy[2ndFlrMT2],Occupancy[1stFlrNZ],Occupancy[1stFlrSZ1],Occupancy[1stFlrSZ2],Occupancy[1stFlrMT1],Occupancy[1stFlrMT2],Occupancy[GndFlrKT],Occupancy[GndFlrMT1],Occupancy[GndFlrMT2]
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.78E+07,1,0,1,1,0,0,1,1,1,0,0,7,6,3
1.78E+07,1,1,1,1,1,1,1,1,1,1,1,9,7,3
1.78E+07,5,1,5,5,1,1,5,5,5,1,1,9,7,4
1.78E+07,12,2,12,12,2,2,12,12,12,2,2,9,7,4
1.78E+07,12,3,12,12,3,3,12,12,12,3,3,5,6,5
1.78E+07,11,2,11,11,2,2,11,11,11,2,2,6,5,3
1.78E+07,11,2,11,11,2,2,11,11,11,2,2,18,7,2
1.78E+07,9,1,9,9,1,1,9,9,9,1,1,11,6,1
1.79E+07,11,2,11,11,2,2,11,11,11,2,2,0,2,1
1.79E+07,11,1,11,11,1,1,11,11,11,1,1,0,9,2
1.79E+07,11,2,11,11,2,2,11,11,11,2,2,0,14,2
1.79E+07,9,1,9,9,1,1,9,9,9,1,1,0,10,2
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.79E+07,1,0,1,1,0,0,1,1,1,0,0,5,4,2
1.79E+07,2,0,2,2,0,0,2,2,2,0,0,7,5,2
1.79E+07,7,1,7,7,1,1,7,7,7,1,1,8,7,3
1.79E+07,14,2,14,14,2,2,14,14,14,2,2,9,18,8
1.79E+07,15,2,15,15,2,2,15,15,15,2,2,6,18,12
1.79E+07,13,2,13,13,2,2,13,13,13,2,2,6,15,10
1.79E+07,11,1,11,11,1,1,11,11,11,1,1,20,10,5
1.79E+07,8,2,8,8,2,2,8,8,8,2,2,7,6,5
1.79E+07,10,2,10,10,2,2,10,10,10,2,2,0,8,5
1.79E+07,12,2,12,12,2,2,12,12,12,2,2,0,6,2
1.79E+07,13,1,13,13,1,1,13,13,13,1,1,0,4,1
1.79E+07,10,0,10,10,0,0,10,10,10,0,0,0,2,1
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.80E+07,1,0,1,1,0,0,1,1,1,0,0,6,4,2
1.80E+07,5,1,5,5,1,1,5,5,5,1,1,6,15,2
1.80E+07,14,1,14,14,1,1,14,14,14,1,1,7,26,3
1.80E+07,14,2,14,14,2,2,14,14,14,2,2,5,20,3
1.80E+07,17,2,17,17,2,2,17,17,17,2,2,5,14,5
1.80E+07,17,2,17,17,2,2,17,17,17,2,2,17,9,11
1.80E+07,16,1,16,16,1,1,16,16,16,1,1,9,5,6
1.80E+07,14,1,14,14,1,1,14,14,14,1,1,0,6,1
1.80E+07,16,1,16,16,1,1,16,16,16,1,1,0,4,1
1.80E+07,16,1,16,16,1,1,16,16,16,1,1,1,3,1
1.80E+07,13,1,13,13,1,1,13,13,13,1,1,2,2,1
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.81E+07,1,0,1,1,0,0,1,1,1,0,0,5,3,2
1.81E+07,4,1,4,4,1,1,4,4,4,1,1,5,4,2
1.81E+07,13,1,13,13,1,1,13,13,13,1,1,6,4,3
1.81E+07,16,1,16,16,1,1,16,16,16,1,1,4,5,3
1.81E+07,15,1,15,15,1,1,15,15,15,1,1,6,5,2
1.81E+07,13,1,13,13,1,1,13,13,13,1,1,17,5,1
1.81E+07,9,0,9,9,0,0,9,9,9,0,0,8,4,1
1.81E+07,10,1,10,10,1,1,10,10,10,1,1,0,2,1
1.81E+07,13,1,13,13,1,1,13,13,13,1,1,0,0,0
1.81E+07,12,1,12,12,1,1,12,12,12,1,1,1,0,0
1.81E+07,9,1,9,9,1,1,9,9,9,1,1,3,1,2
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.82E+07,1,0,1,1,0,0,1,1,1,0,0,5,4,1
1.82E+07,3,0,3,3,0,0,3,3,3,0,0,5,14,2
1.82E+07,11,1,11,11,1,1,11,11,11,1,1,6,23,2
1.82E+07,14,2,14,14,2,2,14,14,14,2,2,3,11,3
1.82E+07,13,2,13,13,2,2,13,13,13,2,2,4,5,2
1.82E+07,11,1,11,11,1,1,11,11,11,1,1,15,4,1
1.82E+07,8,0,8,8,0,0,8,8,8,0,0,8,3,1
1.82E+07,11,1,11,11,1,1,11,11,11,1,1,0,4,1
1.82E+07,11,1,11,11,1,1,11,11,11,1,1,0,3,0
1.82E+07,11,0,11,11,0,0,11,11,11,0,0,0,3,0
1.82E+07,10,0,10,10,0,0,10,10,10,0,0,3,3,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+07,1,0,1,1,0,0,1,1,1,0,0,7,6,3
1.84E+07,1,1,1,1,1,1,1,1,1,1,1,9,7,3
1.84E+07,5,1,5,5,1,1,5,5,5,1,1,9,7,4
1.84E+07,12,2,12,12,2,2,12,12,12,2,2,9,7,4
1.84E+07,12,3,12,12,3,3,12,12,12,3,3,5,6,5
1.84E+07,11,2,11,11,2,2,11,11,11,2,2,6,5,3
1.85E+07,11,2,11,11,2,2,11,11,11,2,2,18,7,2
1.85E+07,9,1,9,9,1,1,9,9,9,1,1,11,6,1
1.85E+07,11,2,11,11,2,2,11,11,11,2,2,0,2,1
1.85E+07,11,1,11,11,1,1,11,11,11,1,1,0,9,2
1.85E+07,11,2,11,11,2,2,11,11,11,2,2,0,14,2
1.85E+07,9,1,9,9,1,1,9,9,9,1,1,0,10,2
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.85E+07,1,0,1,1,0,0,1,1,1,0,0,5,4,2
1.85E+07,2,0,2,2,0,0,2,2,2,0,0,7,5,2
1.85E+07,7,1,7,7,1,1,7,7,7,1,1,8,7,3
1.85E+07,14,2,14,14,2,2,14,14,14,2,2,9,18,8
1.85E+07,15,2,15,15,2,2,15,15,15,2,2,6,18,12
1.85E+07,13,2,13,13,2,2,13,13,13,2,2,6,15,10
1.85E+07,11,1,11,11,1,1,11,11,11,1,1,20,10,5
1.85E+07,8,2,8,8,2,2,8,8,8,2,2,7,6,5
1.85E+07,10,2,10,10,2,2,10,10,10,2,2,0,8,5
1.85E+07,12,2,12,12,2,2,12,12,12,2,2,0,6,2
1.86E+07,13,1,13,13,1,1,13,13,13,1,1,0,4,1
1.86E+07,10,0,10,10,0,0,10,10,10,0,0,0,2,1
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.86E+07,1,0,1,1,0,0,1,1,1,0,0,6,4,2
1.86E+07,5,1,5,5,1,1,5,5,5,1,1,6,15,2
1.86E+07,14,1,14,14,1,1,14,14,14,1,1,7,26,3
1.86E+07,14,2,14,14,2,2,14,14,14,2,2,5,20,3
1.86E+07,17,2,17,17,2,2,17,17,17,2,2,5,14,5
1.86E+07,17,2,17,17,2,2,17,17,17,2,2,17,9,11
1.86E+07,16,1,16,16,1,1,16,16,16,1,1,9,5,6
1.86E+07,14,1,14,14,1,1,14,14,14,1,1,0,6,1
1.86E+07,16,1,16,16,1,1,16,16,16,1,1,0,4,1
1.86E+07,16,1,16,16,1,1,16,16,16,1,1,1,3,1
1.86E+07,13,1,13,13,1,1,13,13,13,1,1,2,2,1
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.87E+07,1,0,1,1,0,0,1,1,1,0,0,5,3,2
1.87E+07,4,1,4,4,1,1,4,4,4,1,1,5,4,2
1.87E+07,13,1,13,13,1,1,13,13,13,1,1,6,4,3
1.87E+07,16,1,16,16,1,1,16,16,16,1,1,4,5,3
1.87E+07,15,1,15,15,1,1,15,15,15,1,1,6,5,2
1.87E+07,13,1,13,13,1,1,13,13,13,1,1,17,5,1
1.87E+07,9,0,9,9,0,0,9,9,9,0,0,8,4,1
1.87E+07,10,1,10,10,1,1,10,10,10,1,1,0,2,1
1.87E+07,13,1,13,13,1,1,13,13,13,1,1,0,0,0
1.87E+07,12,1,12,12,1,1,12,12,12,1,1,1,0,0
1.87E+07,9,1,9,9,1,1,9,9,9,1,1,3,1,2
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,3,3,1
1.88E+07,1,0,1,1,0,0,1,1,1,0,0,5,4,1
1.88E+07,3,0,3,3,0,0,3,3,3,0,0,5,14,2
1.88E+07,11,1,11,11,1,1,11,11,11,1,1,6,23,2
1.88E+07,14,2,14,14,2,2,14,14,14,2,2,3,11,3
1.88E+07,13,2,13,13,2,2,13,13,13,2,2,4,5,2
1.88E+07,11,1,11,11,1,1,11,11,11,1,1,15,4,1
1.88E+07,8,0,8,8,0,0,8,8,8,0,0,8,3,1
1.88E+07,11,1,11,11,1,1,11,11,11,1,1,0,4,1
1.88E+07,11,1,11,11,1,1,11,11,11,1,1,0,3,0
1.88E+07,11,0,11,11,0,0,11,11,11,0,0,0,3,0
1.88E+07,10,0,10,10,0,0,10,10,10,0,0,3,3,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+07,1,0,1,1,0,0,1,1,1,0,0,7,6,3
1.90E+07,1,1,1,1,1,1,1,1,1,1,1,9,7,3
1.90E+07,5,1,5,5,1,1,5,5,5,1,1,9,7,4
1.90E+07,12,2,12,12,2,2,12,12,12,2,2,9,7,4
1.90E+07,12,3,12,12,3,3,12,12,12,3,3,5,6,5
1.91E+07,11,2,11,11,2,2,11,11,11,2,2,6,5,3
1.91E+07,11,2,11,11,2,2,11,11,11,2,2,18,7,2
1.91E+07,9,1,9,9,1,1,9,9,9,1,1,11,6,1
1.91E+07,11,2,11,11,2,2,11,11,11,2,2,0,2,1
1.91E+07,11,1,11,11,1,1,11,11,11,1,1,0,9,2
1.91E+07,11,2,11,11,2,2,11,11,11,2,2,0,14,2
1.91E+07,9,1,9,9,1,1,9,9,9,1,1,0,10,2
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.91E+07,1,0,1,1,0,0,1,1,1,0,0,5,4,2
1.91E+07,2,0,2,2,0,0,2,2,2,0,0,7,5,2
1.91E+07,7,1,7,7,1,1,7,7,7,1,1,8,7,3
1.91E+07,14,2,14,14,2,2,14,14,14,2,2,9,18,8
1.91E+07,15,2,15,15,2,2,15,15,15,2,2,6,18,12
1.91E+07,13,2,13,13,2,2,13,13,13,2,2,6,15,10
1.91E+07,11,1,11,11,1,1,11,11,11,1,1,20,10,5
1.91E+07,8,2,8,8,2,2,8,8,8,2,2,7,6,5
1.91E+07,10,2,10,10,2,2,10,10,10,2,2,0,8,5
1.92E+07,12,2,12,12,2,2,12,12,12,2,2,0,6,2
1.92E+07,13,1,13,13,1,1,13,13,13,1,1,0,4,1
1.92E+07,10,0,10,10,0,0,10,10,10,0,0,0,2,1
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
