time,UpperCO2[3rdFlrSZ],UpperCO2[3rdMT],UpperCO2[2ndFlrNZ],UpperCO2[2ndFlrSZ],UpperCO2[2ndFlrMT1],UpperCO2[2ndFlrMT2],UpperCO2[1stFlrNZ],UpperCO2[1stFlrSZ1],UpperCO2[1stFlrSZ2],UpperCO2[1stFlrMT1],UpperCO2[1stFlrMT2],UpperCO2[GndFlrKT],UpperCO2[GndFlrMT1],UpperCO2[GndFlrMT2]
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.65E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.66E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.67E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.68E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.69E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.70E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.71E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.72E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.73E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.74E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.75E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.76E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.77E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.78E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
1.79E+07,900,900,900,900,900,900,900,900,900,900,900,900,900,900
